name,teacherName,schoolName,schoolSN,id,url
离散数学概论,陈斌,北京大学,PKU,1002525004,https://www.icourse163.org/course/PKU-1002525004
数据结构,李国徽,华中科技大学,HUST,1001907004,https://www.icourse163.org/course/HUST-1001907004
C程序设计基础,黄洪艺,厦门大学,XMU,1001771003,https://www.icourse163.org/course/XMU-1001771003
计算机网络与互联网,李春艳,北京交通大学,NJTU,1003757010,https://www.icourse163.org/course/NJTU-1003757010
数据库技术及应用,李雁翎,东北师范大学,NENU,1001511011,https://www.icourse163.org/course/NENU-1001511011
嵌入式系统设计,郭建,华东师范大学,ECNU,1003428005,https://www.icourse163.org/course/ECNU-1003428005
Python网络爬虫与信息提取,嵩天,北京理工大学,BIT,1001870001,https://www.icourse163.org/course/BIT-1001870001
算法设计与问题求解,李清勇,北京交通大学,NJTU,1003359012,https://www.icourse163.org/course/NJTU-1003359012
数据结构与算法,张铭,北京大学,PKU,1002534001,https://www.icourse163.org/course/PKU-1002534001
区块链中的密码学,徐伟光,中国人民解放军陆军工程大学,PAEU,1003640007,https://www.icourse163.org/course/PAEU-1003640007
大学计算机,朱鸣华,大连理工大学,DUT,1001938002,https://www.icourse163.org/course/DUT-1001938002
现代科学运算—MATLAB语言与应用,薛定宇,东北大学,NEU,1002660001,https://www.icourse163.org/course/NEU-1002660001
计算机导论,游晓明,上海工程技术大学,sues,1002251007,https://www.icourse163.org/course/sues-1002251007
软件定义网络技术 Software Defined Networking，SDN,黄辉,温州大学,WZU,1205809832,https://www.icourse163.org/course/WZU-1205809832
C程序设计,姜学锋,西北工业大学,NWPU,236004,https://www.icourse163.org/course/NWPU-236004
算法设计与分析,张德富,厦门大学,XMU,1205800806,https://www.icourse163.org/course/XMU-1205800806
大学计算机--Python算法实践,李金双,东北大学,NEU,1002127001,https://www.icourse163.org/course/NEU-1002127001
大数据技术导论,王国仁,北京理工大学,BIT,1449814164,https://www.icourse163.org/course/BIT-1449814164
大学计算机基础,陈雷,中国农业大学,CAU,23004,https://www.icourse163.org/course/CAU-23004
机器视觉与边缘计算应用,赵卫东,复旦大学,FUDAN,1456632162,https://www.icourse163.org/course/FUDAN-1456632162
大学计算机基础,李培,西安邮电大学,XIYOU,1002854010,https://www.icourse163.org/course/XIYOU-1002854010
Java语言程序设计,阚道宏,中国农业大学,CAU,1002947001,https://www.icourse163.org/course/CAU-1002947001
C++语言程序设计（下）——从C到C++,阚道宏,中国农业大学,CAU,432001,https://www.icourse163.org/course/CAU-432001
C++语言程序设计（上）,阚道宏,中国农业大学,CAU,368007,https://www.icourse163.org/course/CAU-368007
大学计算机基础CAP,周海芳,国防科技大学,NUDT,1001614002,https://www.icourse163.org/course/NUDT-1001614002
服务计算与服务生态系统,贝佳,南京大学,NJU,1003643002,https://www.icourse163.org/course/NJU-1003643002
大学计算机,高敬阳,北京化工大学,BUCT,1002990004,https://www.icourse163.org/course/BUCT-1002990004
操作系统,翟高寿,北京交通大学,NJTU,1003245001,https://www.icourse163.org/course/NJTU-1003245001
网络视频监控技术,任帅,长安大学,CHD,1002012002,https://www.icourse163.org/course/CHD-1002012002
计算机系统局限性,何积丰,华东师范大学,ECNU,1003469004,https://www.icourse163.org/course/ECNU-1003469004
计算机操作系统,蒲晓蓉,电子科技大学,UESTC,1205790811,https://www.icourse163.org/course/UESTC-1205790811
操作系统,王大玲,东北大学,NEU,1002927012,https://www.icourse163.org/course/NEU-1002927012
数字图像处理,张先增,福建师范大学,FJNU,1003147002,https://www.icourse163.org/course/FJNU-1003147002
云计算技术与应用,孙宁,河海大学,HHU,1001755117,https://www.icourse163.org/course/HHU-1001755117
人工智能原理,王文敏,北京大学,PKU,1002188003,https://www.icourse163.org/course/PKU-1002188003
自主移动机器人,熊蓉,浙江大学,ZJU,1206447854,https://www.icourse163.org/course/ZJU-1206447854
计算机网络技术,李晓峰,吉林大学,JLU,1001540001,https://www.icourse163.org/course/JLU-1001540001
计算方法,张宏伟,大连理工大学,DUT,1205719818,https://www.icourse163.org/course/DUT-1205719818
程序猿与攻城狮,刘钦,南京大学,NJU,1001616012,https://www.icourse163.org/course/NJU-1001616012
可持续智能城镇化,张尚武,同济大学,TONGJI,1206675865,https://www.icourse163.org/course/TONGJI-1206675865
C语言程序设计,张玉春,吉林大学,JLU,1002058028,https://www.icourse163.org/course/JLU-1002058028
信息社会与人工智能,郝兴伟,山东大学,SDU,1206631813,https://www.icourse163.org/course/SDU-1206631813
大学计算机实验,郝兴伟,山东大学,SDU,1001981020,https://www.icourse163.org/course/SDU-1001981020
大学计算机--计算思维的视角,郝兴伟,山东大学,SDU,100001,https://www.icourse163.org/course/SDU-100001
操作系统原理,苏曙光,华中科技大学,HUST,1003405007,https://www.icourse163.org/course/HUST-1003405007
数字图像处理技巧,贾永红,武汉大学,WHU,1205723805,https://www.icourse163.org/course/WHU-1205723805
乐学软件工程,狄国强,江西财经大学,JXUFE,1002335005,https://www.icourse163.org/course/JXUFE-1002335005
数据结构与算法,周娅,桂林电子科技大学,GLIET,1205728807,https://www.icourse163.org/course/GLIET-1205728807
物联网工程导论,刘海波,哈尔滨工程大学,HRBEU,1002014002,https://www.icourse163.org/course/HRBEU-1002014002
人工智能与创新设计,覃京燕,北京科技大学,USTB,1206874802,https://www.icourse163.org/course/USTB-1206874802
人工智能，语言与伦理,徐英瑾,复旦大学,FUDAN,1205951803,https://www.icourse163.org/course/FUDAN-1205951803
面向对象程序设计——Java语言,翁恺,浙江大学,ZJU,1001542001,https://www.icourse163.org/course/ZJU-1001542001
DIY智慧小屋—带你玩转物联网,史治国,浙江大学,ZJU,1206632831,https://www.icourse163.org/course/ZJU-1206632831
计算机应用基础,金大卫,中南财经政法大学,ZUEL,1001756012,https://www.icourse163.org/course/ZUEL-1001756012
计算机图形学,万琳,华中科技大学,HUST,1003636001,https://www.icourse163.org/course/HUST-1003636001
大数据基础与应用,计卫星,北京理工大学,BIT,1205834821,https://www.icourse163.org/course/BIT-1205834821
软件测试,陈振宇,南京大学,NJU,1001773008,https://www.icourse163.org/course/NJU-1001773008
计算机组织与结构,徐苏,南昌大学,NCU,1002525013,https://www.icourse163.org/course/NCU-1002525013
C语言程序设计,张亚玲,西安理工大学,XAUT,1002608025,https://www.icourse163.org/course/XAUT-1002608025
程序设计基础,李丹程,东北大学,NEU,1002745019,https://www.icourse163.org/course/NEU-1002745019
离散数学,柯品惠,福建师范大学,FJNU,1002582005,https://www.icourse163.org/course/FJNU-1002582005
大数据分析与应用,穆文歆,北京交通大学,NJTU,1460662166,https://www.icourse163.org/course/NJTU-1460662166
